Key: 1821 		 Value: 2
Key: 14b4 		 Value: 2
Key: 0f37 		 Value: 3
Key: 683a 		 Value: 2
Key: b42c 		 Value: 2
Key: d544 		 Value: 2
Key: 2fc8 		 Value: 2
Key: f7f9 		 Value: 3
Key: 209c 		 Value: 4
Key: c3b5 		 Value: 2
Key: 27b9 		 Value: 2
Key: 3b56 		 Value: 5
Key: 60b2 		 Value: 1
Key: 649a 		 Value: 3
Key: 641b 		 Value: 2
Key: aa49 		 Value: 2
Key: 665b 		 Value: 3
Key: cde5 		 Value: 1
Key: dff4 		 Value: 2
Key: 789b 		 Value: 2
Key: 76d3 		 Value: 2
Key: eaf3 		 Value: 1
Key: 9e54 		 Value: 2
Key: f5a8 		 Value: 1
Key: 2c88 		 Value: 1
Key: 4577 		 Value: 2
Key: 4535 		 Value: 2
Key: ef2d 		 Value: 1
Key: 853a 		 Value: 1
Key: 91df 		 Value: 3
Key: 7547 		 Value: 4
Key: 68e0 		 Value: 2
Key: d7bd 		 Value: 1
Key: 6781 		 Value: 2
Key: 598d 		 Value: 3
Key: 3477 		 Value: 2
Key: 7814 		 Value: 1
Key: 1ab9 		 Value: 2
Key: 411d 		 Value: 2
Key: 00ff 		 Value: 2
Key: d3c7 		 Value: 4
Key: 956c 		 Value: 1
Key: 337b 		 Value: 2
Key: 7bdb 		 Value: 1
Key: fb42 		 Value: 2
Key: 90b8 		 Value: 3
Key: cc2a 		 Value: 2
Key: 2ddc 		 Value: 2
Key: 53b3 		 Value: 2
Key: 6aae 		 Value: 4
Key: 4058 		 Value: 3
Key: 5188 		 Value: 2
Key: 6af2 		 Value: 2
Key: 5402 		 Value: 1
Key: 73e3 		 Value: 1
Key: 3e22 		 Value: 4
Key: 6678 		 Value: 1
Key: 7f87 		 Value: 1
Key: dee4 		 Value: 2
Key: bbb2 		 Value: 3
Key: ff1b 		 Value: 2
Key: 6f23 		 Value: 1
Key: b3e9 		 Value: 1
Key: ff22 		 Value: 4
Key: 1b53 		 Value: 2
Key: 2202 		 Value: 3
Key: ce2b 		 Value: 2
Key: 6f86 		 Value: 3
Key: 4235 		 Value: 2
Key: eebe 		 Value: 2
Key: 495b 		 Value: 1
Key: 29ee 		 Value: 1
Key: 35da 		 Value: 2
Key: 4521 		 Value: 4
Key: d67b 		 Value: 2
Key: 2be8 		 Value: 1
Key: 258d 		 Value: 3
Key: 298c 		 Value: 2
Key: f318 		 Value: 2
Key: 1084 		 Value: 1
Key: 668f 		 Value: 2
Key: 6801 		 Value: 3
Key: 0969 		 Value: 1
Key: 8605 		 Value: 4
Key: a493 		 Value: 3
Key: 7552 		 Value: 4
Key: ebb6 		 Value: 2
Key: cb67 		 Value: 4
Key: 466a 		 Value: 1
Key: 9b1e 		 Value: 1
Key: 03a6 		 Value: 2
Key: 33a0 		 Value: 4
Key: 495c 		 Value: 5
Key: 1580 		 Value: 5
Key: 574f 		 Value: 2
Key: 81b9 		 Value: 4
Key: 5102 		 Value: 2
Key: 9649 		 Value: 3
Key: 06da 		 Value: 3
Key: 0986 		 Value: 2
Key: af17 		 Value: 2
Key: b83a 		 Value: 3
Key: c107 		 Value: 3
Key: 6477 		 Value: 3
Key: 2621 		 Value: 3
Key: 7e89 		 Value: 2
Key: 8a73 		 Value: 1
Key: 55b9 		 Value: 1
Key: 710b 		 Value: 1
Key: 96ab 		 Value: 1
Key: 57e0 		 Value: 1
Key: 999e 		 Value: 1
Key: 5285 		 Value: 3
Key: 8296 		 Value: 2
Key: 1975 		 Value: 2
Key: 58fc 		 Value: 2
Key: b827 		 Value: 3
Key: 638c 		 Value: 6
Key: 9f6d 		 Value: 3
Key: 9ba8 		 Value: 3
Key: 96b0 		 Value: 3
Key: 4591 		 Value: 1
Key: 7f5c 		 Value: 2
Key: e409 		 Value: 3
Key: 008b 		 Value: 2
Key: 6357 		 Value: 2
Key: ee93 		 Value: 5
Key: fa02 		 Value: 2
Key: a224 		 Value: 3
Key: 391b 		 Value: 2
Key: f0a4 		 Value: 6
Key: a411 		 Value: 2
Key: 660d 		 Value: 6
Key: 1e6b 		 Value: 2
Key: f94d 		 Value: 2
Key: b0e0 		 Value: 1
Key: ac7b 		 Value: 2
Key: f268 		 Value: 3
Key: 9a52 		 Value: 2
Key: 0e1b 		 Value: 3
Key: c605 		 Value: 5
Key: 6cd5 		 Value: 3
Key: a30d 		 Value: 1
Key: d75d 		 Value: 1
Key: d1b2 		 Value: 2
Key: 719d 		 Value: 2
Key: 8b62 		 Value: 2
Key: b92e 		 Value: 2
Key: b94f 		 Value: 2
Key: 65cd 		 Value: 5
Key: 87d4 		 Value: 1
Key: cf6d 		 Value: 3
Key: b8ad 		 Value: 2
Key: 4ee5 		 Value: 2
Key: 4c5b 		 Value: 3
Key: a2a6 		 Value: 1
Key: 9f94 		 Value: 1
Key: e848 		 Value: 4
Key: c2b9 		 Value: 3
Key: 1e19 		 Value: 1
Key: 2033 		 Value: 2
Key: 436e 		 Value: 1
Key: 3767 		 Value: 3
Key: 3fa9 		 Value: 2
Key: 6e10 		 Value: 3
Key: 5ee9 		 Value: 1
Key: 7d18 		 Value: 5
Key: 7927 		 Value: 1
Key: e1b6 		 Value: 4
Key: 1d9e 		 Value: 4
Key: d345 		 Value: 2
Key: f868 		 Value: 2
Key: cc76 		 Value: 2
Key: ea93 		 Value: 1
Key: 3e7e 		 Value: 2
Key: 9cc2 		 Value: 1
Key: 4c77 		 Value: 4
Key: 9cc5 		 Value: 2
Key: 95e6 		 Value: 3
Key: 0067 		 Value: 3
Key: c03d 		 Value: 2
Key: 2882 		 Value: 3
Key: 121f 		 Value: 1
Key: 98a3 		 Value: 3
Key: f1d5 		 Value: 4
Key: fc56 		 Value: 2
Key: fe81 		 Value: 4
Key: ac38 		 Value: 1
Key: ef5f 		 Value: 3
Key: bd77 		 Value: 2
Key: 1c97 		 Value: 1
Key: 5884 		 Value: 1
Key: 24d1 		 Value: 3
Key: 444b 		 Value: 1
Key: 30a2 		 Value: 3
Key: 7238 		 Value: 3
Key: 2420 		 Value: 2
Key: 3826 		 Value: 1
Key: c383 		 Value: 3
Key: ca69 		 Value: 5
Key: 2693 		 Value: 2
Key: e512 		 Value: 3
Key: d420 		 Value: 1
Key: 6124 		 Value: 3
Key: e3c5 		 Value: 4
Key: 4f5b 		 Value: 1
Key: 12ee 		 Value: 3
Key: 6a99 		 Value: 4
Key: bfb2 		 Value: 2
Key: c54a 		 Value: 1
Key: 98ee 		 Value: 2
Key: 2f8b 		 Value: 3
Key: ba79 		 Value: 5
Key: 3d29 		 Value: 1
Key: d734 		 Value: 1
Key: 656c 		 Value: 4
Key: 1e40 		 Value: 3
Key: 6b28 		 Value: 3
Key: 7cb9 		 Value: 3
Key: c108 		 Value: 2
Key: d30f 		 Value: 4
Key: 00ab 		 Value: 2
Key: ea69 		 Value: 2
Key: 1baa 		 Value: 1
Key: 29de 		 Value: 2
Key: 1c0d 		 Value: 6
Key: 1039 		 Value: 2
Key: 66e7 		 Value: 3
Key: 4b7f 		 Value: 5
Key: 5fef 		 Value: 2
Key: 278e 		 Value: 1
Key: bdab 		 Value: 2
Key: 615a 		 Value: 1
Key: f2e4 		 Value: 2
Key: 911a 		 Value: 5
Key: 9525 		 Value: 2
Key: 1ca1 		 Value: 5
Key: 6380 		 Value: 2
Key: d2ab 		 Value: 2
Key: 026a 		 Value: 5
Key: 580c 		 Value: 1
Key: b841 		 Value: 2
Key: 60a2 		 Value: 2
Key: e491 		 Value: 1
Key: d46a 		 Value: 3
Key: 27f9 		 Value: 2
Key: f0ec 		 Value: 3
Key: 7eee 		 Value: 2
Key: 79ea 		 Value: 2
Key: f78a 		 Value: 2
Key: e2ad 		 Value: 3
Key: ea3b 		 Value: 3
Key: 2750 		 Value: 3
Key: a65f 		 Value: 2
Key: 280a 		 Value: 5
Key: 7c27 		 Value: 1
Key: ffd8 		 Value: 1
Key: f69e 		 Value: 4
Key: a7c9 		 Value: 2
Key: 8cc7 		 Value: 3
Key: d9e1 		 Value: 2
Key: b920 		 Value: 1
Key: a06e 		 Value: 2
Key: b0dd 		 Value: 1
Key: dcd1 		 Value: 3
Key: 2738 		 Value: 3
Key: bc85 		 Value: 3
Key: b1ea 		 Value: 3
Key: 642a 		 Value: 3
Key: 0650 		 Value: 2
Key: ecbe 		 Value: 2
Key: 16db 		 Value: 2
Key: 5a40 		 Value: 5
Key: 4d9c 		 Value: 1
Key: 4af4 		 Value: 4
Key: 8515 		 Value: 2
Key: a96c 		 Value: 3
Key: 0814 		 Value: 4
Key: c2eb 		 Value: 3
Key: 2ae5 		 Value: 3
Key: 4c4b 		 Value: 1
Key: 8017 		 Value: 1
Key: 3304 		 Value: 1
Key: 4c63 		 Value: 1
Key: f5ad 		 Value: 1
Key: 79f7 		 Value: 2
Key: f87f 		 Value: 1
Key: c774 		 Value: 3
Key: 7a00 		 Value: 4
Key: 94e1 		 Value: 2
Key: 8a3c 		 Value: 2
Key: 03f0 		 Value: 2
Key: 1d52 		 Value: 1
Key: 1056 		 Value: 3
Key: c075 		 Value: 2
Key: 3895 		 Value: 4
Key: 3fb2 		 Value: 3
Key: 9c9b 		 Value: 3
Key: ac95 		 Value: 1
Key: d974 		 Value: 3
Key: c3b6 		 Value: 6
Key: 3f22 		 Value: 2
Key: 420f 		 Value: 2
Key: f189 		 Value: 2
Key: 1caf 		 Value: 4
Key: 9116 		 Value: 2
Key: e172 		 Value: 2
Key: ca60 		 Value: 2
Key: 931c 		 Value: 1
Key: 55ba 		 Value: 2
Key: b363 		 Value: 3
Key: 5724 		 Value: 3
Key: 1e24 		 Value: 2
Key: f5ae 		 Value: 3
Key: 182c 		 Value: 2
Key: ed0b 		 Value: 3
Key: a38f 		 Value: 2
Key: a40d 		 Value: 3
Key: cf0e 		 Value: 2
Key: d747 		 Value: 1
Key: 40a0 		 Value: 3
Key: 4627 		 Value: 1
Key: 1964 		 Value: 1
Key: 7d45 		 Value: 4
Key: 468a 		 Value: 3
Key: b4f8 		 Value: 1
Key: 2b8d 		 Value: 2
Key: d029 		 Value: 2
Key: b9b8 		 Value: 1
Key: 6d6f 		 Value: 4
Key: 3bc4 		 Value: 2
Key: 58de 		 Value: 1
Key: 2a46 		 Value: 4
Key: f4f5 		 Value: 3
Key: a027 		 Value: 3
Key: e631 		 Value: 3
Key: 7eff 		 Value: 3
Key: 737d 		 Value: 2
Key: fdc0 		 Value: 1
Key: c6ca 		 Value: 8
Key: cfe0 		 Value: 1
Key: d892 		 Value: 2
Key: 6655 		 Value: 1
Key: a049 		 Value: 1
Key: c503 		 Value: 1
Key: a609 		 Value: 1
Key: c84b 		 Value: 3
Key: d850 		 Value: 3
Key: 1fa8 		 Value: 2
Key: 2611 		 Value: 3
Key: 57b2 		 Value: 1
Key: ef6a 		 Value: 2
Key: c5a1 		 Value: 1
Key: 7c94 		 Value: 2
Key: f5de 		 Value: 7
Key: a6da 		 Value: 1
Key: 93af 		 Value: 2
Key: fc79 		 Value: 2
Key: dedd 		 Value: 2
Key: 7a49 		 Value: 2
Key: f678 		 Value: 2
Key: e028 		 Value: 4
Key: ae2b 		 Value: 3
Key: ce5f 		 Value: 1
Key: 3165 		 Value: 1
Key: e5ed 		 Value: 2
Key: de7d 		 Value: 4
Key: dd62 		 Value: 2
Key: ddff 		 Value: 2
Key: fe75 		 Value: 2
Key: 00a6 		 Value: 1
Key: 109c 		 Value: 5
Key: 6fe6 		 Value: 2
Key: 5fb9 		 Value: 3
Key: 51ce 		 Value: 2
Key: 8819 		 Value: 1
Key: 9f75 		 Value: 2
Key: ca2a 		 Value: 2
Key: 2664 		 Value: 3
Key: d82b 		 Value: 1
Key: 9b92 		 Value: 1
Key: f6ba 		 Value: 1
Key: e785 		 Value: 4
Key: 1abc 		 Value: 4
Key: 509d 		 Value: 1
Key: db86 		 Value: 3
Key: 8aae 		 Value: 3
Key: b14b 		 Value: 2
Key: 0526 		 Value: 4
Key: 4338 		 Value: 3
Key: 0114 		 Value: 2
Key: 1239 		 Value: 2
Key: 1191 		 Value: 4
Key: e5f2 		 Value: 4
Key: 09cc 		 Value: 4
Key: 8646 		 Value: 2
Key: 4812 		 Value: 2
Key: 3d2f 		 Value: 2
Key: e22d 		 Value: 2
Key: 8585 		 Value: 4
Key: f971 		 Value: 4
Key: cf9a 		 Value: 2
Key: 7908 		 Value: 2
Key: b7fa 		 Value: 1
Key: 13fc 		 Value: 1
Key: e82f 		 Value: 4
Key: beb5 		 Value: 2
Key: 9113 		 Value: 1
Key: e210 		 Value: 3
Key: 796f 		 Value: 1
Key: 6147 		 Value: 2
Key: 2c59 		 Value: 3
Key: c6a4 		 Value: 2
Key: 0df8 		 Value: 4
Key: 05b9 		 Value: 1
Key: a37d 		 Value: 2
Key: 4dec 		 Value: 3
Key: 1364 		 Value: 4
Key: ba52 		 Value: 2
Key: 5e8a 		 Value: 2
Key: 8de5 		 Value: 3
Key: c2dc 		 Value: 4
Key: a339 		 Value: 1
Key: 73cf 		 Value: 3
Key: 2328 		 Value: 2
Key: 564e 		 Value: 2
Key: fc00 		 Value: 2
Key: ff90 		 Value: 2
Key: 49b2 		 Value: 3
Key: 109a 		 Value: 3
Key: dda3 		 Value: 2
Key: 03a0 		 Value: 1
Key: 7a93 		 Value: 1
Key: 99da 		 Value: 1
Key: cfeb 		 Value: 3
Key: 2831 		 Value: 4
Key: c7a6 		 Value: 4
Key: 096c 		 Value: 4
Key: ab80 		 Value: 2
Key: 0e41 		 Value: 2
Key: e978 		 Value: 3
Key: a1ef 		 Value: 1
Key: cf18 		 Value: 3
Key: cd60 		 Value: 3
Key: a07b 		 Value: 2
Key: aed1 		 Value: 3
Key: f875 		 Value: 2
Key: b665 		 Value: 5
Key: fe25 		 Value: 3
Key: 2aa0 		 Value: 1
Key: 675f 		 Value: 2
Key: 165d 		 Value: 1
Key: 0fda 		 Value: 2
Key: 3bd2 		 Value: 2
Key: cf63 		 Value: 4
Key: a60f 		 Value: 1
Key: 4674 		 Value: 2
Key: 1487 		 Value: 3
Key: f750 		 Value: 1
Key: 401e 		 Value: 2
Key: 7b92 		 Value: 2
Key: 7e7e 		 Value: 4
Key: b52c 		 Value: 2
Key: bf70 		 Value: 2
Key: a6cc 		 Value: 2
Key: c5a8 		 Value: 2
Key: 4ba6 		 Value: 2
Key: f71c 		 Value: 4
Key: 1010 		 Value: 1
Key: 28d6 		 Value: 1
Key: 5fe0 		 Value: 1
Key: 5265 		 Value: 4
Key: 19bd 		 Value: 3
Key: 4327 		 Value: 3
Key: 2a91 		 Value: 3
Key: 0940 		 Value: 2
Key: 9be7 		 Value: 1
Key: 3a75 		 Value: 2
Key: 0c4f 		 Value: 2
Key: a8fa 		 Value: 2
Key: cec5 		 Value: 4
Key: 586a 		 Value: 1
Key: af1f 		 Value: 5
Key: a4dc 		 Value: 2
Key: b18b 		 Value: 4
Key: 9dc4 		 Value: 4
Key: 5e55 		 Value: 2
Key: 7dcb 		 Value: 2
Key: ff04 		 Value: 2
Key: 25a0 		 Value: 2
Key: a9b3 		 Value: 5
Key: e60e 		 Value: 1
Key: 2ddb 		 Value: 3
Key: 7c18 		 Value: 1
Key: 77c5 		 Value: 1
Key: 28e9 		 Value: 2
Key: 1d71 		 Value: 1
Key: d559 		 Value: 1
Key: d667 		 Value: 2
Key: da5e 		 Value: 2
Key: 987e 		 Value: 2
Key: 55fb 		 Value: 1
Key: 17c4 		 Value: 4
Key: 4277 		 Value: 1
Key: 3c30 		 Value: 3
Key: 0e34 		 Value: 5
Key: be65 		 Value: 3
Key: 2760 		 Value: 1
Key: 9f01 		 Value: 3
Key: 43c3 		 Value: 5
Key: 29a5 		 Value: 2
Key: 8a14 		 Value: 4
Key: 3a35 		 Value: 2
Key: 9c8d 		 Value: 3
Key: ae87 		 Value: 2
Key: f5cc 		 Value: 2
Key: 4a45 		 Value: 1
Key: 59a2 		 Value: 3
Key: 2a18 		 Value: 1
Key: 5fb4 		 Value: 2
Key: b4c8 		 Value: 2
Key: 64fc 		 Value: 3
Key: 9d4d 		 Value: 4
Key: 8220 		 Value: 6
Key: d53f 		 Value: 2
Key: 3680 		 Value: 1
Key: 61e5 		 Value: 1
Key: 098a 		 Value: 2
Key: 608b 		 Value: 4
Key: 1634 		 Value: 2
Key: b785 		 Value: 4
Key: 6cae 		 Value: 2
Key: a1c6 		 Value: 3
Key: e9fd 		 Value: 5
Key: dee1 		 Value: 3
Key: 6c8f 		 Value: 1
Key: 5308 		 Value: 1
Key: b674 		 Value: 1
Key: 28fd 		 Value: 5
Key: 2a1b 		 Value: 5
Key: fed6 		 Value: 1
Key: 7fe8 		 Value: 2
Key: 2926 		 Value: 2
Key: ba9e 		 Value: 1
Key: 6b22 		 Value: 2
Key: 4ef1 		 Value: 2
Key: 86ad 		 Value: 5
Key: 8ad2 		 Value: 4
Key: ae4b 		 Value: 1
Key: 8896 		 Value: 3
Key: a967 		 Value: 3
Key: 01ac 		 Value: 3
Key: 0132 		 Value: 2
Key: 2c5e 		 Value: 4
Key: dcb9 		 Value: 3
Key: eed4 		 Value: 1
Key: 3a82 		 Value: 3
Key: 499f 		 Value: 3
Key: 65d7 		 Value: 1
Key: c3e3 		 Value: 1
Key: 7137 		 Value: 1
Key: eef8 		 Value: 3
Key: 3ba7 		 Value: 5
Key: 05ea 		 Value: 2
Key: a338 		 Value: 5
Key: 9f42 		 Value: 4
Key: c36f 		 Value: 1
Key: ef8e 		 Value: 1
Key: ad19 		 Value: 3
Key: a1e7 		 Value: 2
Key: c696 		 Value: 1
Key: 3b4d 		 Value: 6
Key: 4568 		 Value: 4
Key: 8af2 		 Value: 2
Key: 43f9 		 Value: 3
Key: fd7c 		 Value: 1
Key: 1942 		 Value: 2
Key: 7a19 		 Value: 2
Key: f94c 		 Value: 2
Key: b43a 		 Value: 5
Key: 0da9 		 Value: 1
Key: 5f01 		 Value: 1
Key: c602 		 Value: 1
Key: 2976 		 Value: 1
Key: bda2 		 Value: 2
Key: 93bd 		 Value: 2
Key: 5020 		 Value: 2
Key: 1ece 		 Value: 2
Key: 54d7 		 Value: 4
Key: c8c8 		 Value: 2
Key: ec29 		 Value: 1
Key: e494 		 Value: 2
Key: 2c90 		 Value: 1
Key: 13c7 		 Value: 1
Key: aa92 		 Value: 2
Key: 0a14 		 Value: 1
Key: 2a54 		 Value: 3
Key: 9e73 		 Value: 3
Key: 7a24 		 Value: 2
Key: 7a16 		 Value: 2
Key: 584a 		 Value: 2
Key: fb7c 		 Value: 1
Key: 1241 		 Value: 2
Key: ac74 		 Value: 1
Key: e038 		 Value: 1
Key: b122 		 Value: 2
Key: ae2e 		 Value: 3
Key: 27a2 		 Value: 1
Key: de08 		 Value: 3
Key: db0e 		 Value: 3
Key: b15f 		 Value: 1
Key: 74e7 		 Value: 3
Key: 85b5 		 Value: 2
Key: 8511 		 Value: 1
Key: 6d3e 		 Value: 3
Key: c3ad 		 Value: 2
Key: f497 		 Value: 3
Key: 3281 		 Value: 5
Key: 3071 		 Value: 4
Key: 4fc7 		 Value: 5
Key: 3edc 		 Value: 7
Key: e657 		 Value: 2
Key: 97b6 		 Value: 4
Key: 5903 		 Value: 3
Key: 026f 		 Value: 1
Key: 50c9 		 Value: 4
Key: c808 		 Value: 2
Key: 185b 		 Value: 2
Key: e89e 		 Value: 3
Key: 3f2b 		 Value: 2
Key: 1d7f 		 Value: 2
Key: a542 		 Value: 3
Key: 7b97 		 Value: 2
Key: 5f0c 		 Value: 3
Key: 6568 		 Value: 2
Key: 8fbd 		 Value: 2
Key: 7caf 		 Value: 2
Key: 6285 		 Value: 2
Key: 82bf 		 Value: 2
Key: ab40 		 Value: 4
Key: e259 		 Value: 4
Key: 3493 		 Value: 2
Key: c8d5 		 Value: 5
Key: a4ad 		 Value: 5
Key: 7935 		 Value: 4
Key: e460 		 Value: 1
Key: d7ef 		 Value: 6
Key: 6522 		 Value: 3
Key: 3d89 		 Value: 1
Key: 650d 		 Value: 2
Key: 8834 		 Value: 1
Key: 2a26 		 Value: 1
Key: c42a 		 Value: 3
Key: f1fb 		 Value: 3
Key: fe4a 		 Value: 1
Key: 05ec 		 Value: 3
Key: eb73 		 Value: 1
Key: cae0 		 Value: 2
Key: a9d4 		 Value: 3
Key: 54d4 		 Value: 2
Key: 1be0 		 Value: 3
Key: 3f1d 		 Value: 5
Key: c113 		 Value: 3
Key: 4d91 		 Value: 5
Key: ec77 		 Value: 1
Key: 457a 		 Value: 2
Key: 6fb0 		 Value: 2
Key: 8cdc 		 Value: 2
Key: 48c0 		 Value: 1
Key: b8ce 		 Value: 5
Key: 4db1 		 Value: 2
Key: 4474 		 Value: 2
Key: 9c67 		 Value: 4
Key: 5161 		 Value: 4
Key: cd9c 		 Value: 3
Key: 00c2 		 Value: 1
Key: 9a9b 		 Value: 2
Key: 4100 		 Value: 2
Key: 567a 		 Value: 4
Key: e388 		 Value: 1
Key: f9db 		 Value: 2
Key: f49b 		 Value: 2
Key: 67eb 		 Value: 1
Key: 1427 		 Value: 2
Key: 6ecc 		 Value: 3
Key: b2b2 		 Value: 4
Key: 83f4 		 Value: 1
Key: 03f7 		 Value: 3
Key: 2603 		 Value: 1
Key: 8044 		 Value: 2
Key: 7be9 		 Value: 2
Key: 1075 		 Value: 4
Key: fa91 		 Value: 2
Key: eea7 		 Value: 3
Key: 3086 		 Value: 1
Key: c2c0 		 Value: 2
Key: 3fa3 		 Value: 4
Key: 03da 		 Value: 2
Key: bf21 		 Value: 3
Key: a50a 		 Value: 2
Key: 15f6 		 Value: 3
Key: 9407 		 Value: 6
Key: bf02 		 Value: 2
Key: 6eae 		 Value: 4
Key: 3665 		 Value: 2
Key: 404c 		 Value: 2
Key: 44cd 		 Value: 1
Key: 5d70 		 Value: 1
Key: 6e65 		 Value: 1
Key: 96e7 		 Value: 4
Key: c2a5 		 Value: 2
Key: 0f66 		 Value: 2
Key: bedf 		 Value: 2
Key: fc6b 		 Value: 3
Key: 20c5 		 Value: 4
Key: 594e 		 Value: 5
Key: e017 		 Value: 3
Key: 496d 		 Value: 1
Key: 837f 		 Value: 1
Key: 73de 		 Value: 2
Key: 6e41 		 Value: 2
Key: 926d 		 Value: 1
Key: 52df 		 Value: 2
Key: b79d 		 Value: 5
Key: 9f38 		 Value: 3
Key: dfc4 		 Value: 2
Key: 626c 		 Value: 1
Key: 4a6f 		 Value: 3
Key: 1146 		 Value: 1
Key: 5a0d 		 Value: 2
Key: 24fd 		 Value: 4
Key: bbde 		 Value: 4
Key: 37f4 		 Value: 4
Key: 6f40 		 Value: 2
Key: fe56 		 Value: 2
Key: 2562 		 Value: 1
Key: 4fc3 		 Value: 3
Key: 93a2 		 Value: 1
Key: e3c8 		 Value: 3
Key: a7b7 		 Value: 3
Key: b4ad 		 Value: 4
Key: dc8f 		 Value: 1
Key: c49e 		 Value: 2
Key: dbfe 		 Value: 3
Key: 0d0d 		 Value: 5
Key: 338d 		 Value: 2
Key: 7353 		 Value: 2
Key: 4f33 		 Value: 1
Key: 919f 		 Value: 2
Key: cc96 		 Value: 1
Key: 8f7e 		 Value: 1
Key: 525b 		 Value: 3
Key: 9054 		 Value: 1
Key: 525e 		 Value: 2
Key: 9789 		 Value: 1
Key: 1ec5 		 Value: 2
Key: 85ba 		 Value: 1
Key: b7a0 		 Value: 2
Key: a4d7 		 Value: 1
Key: 9037 		 Value: 3
Key: 5b53 		 Value: 4
Key: bdf3 		 Value: 2
Key: 78b5 		 Value: 3
Key: 6c9a 		 Value: 5
Key: b397 		 Value: 2
Key: fe0b 		 Value: 1
Key: 1fa3 		 Value: 2
Key: a768 		 Value: 3
Key: 358e 		 Value: 7
Key: 247f 		 Value: 2
Key: 6c99 		 Value: 2
Key: 1b1b 		 Value: 2
Key: fcfe 		 Value: 1
Key: 6077 		 Value: 2
Key: b2d2 		 Value: 6
Key: 0794 		 Value: 2
Key: bb78 		 Value: 2
Key: e85f 		 Value: 2
Key: 540f 		 Value: 2
Key: e868 		 Value: 4
Key: 1df1 		 Value: 3
Key: 01b1 		 Value: 3
Key: bcee 		 Value: 2
Key: b5c5 		 Value: 4
Key: 6d0f 		 Value: 3
Key: 43da 		 Value: 2
Key: 1720 		 Value: 2
Key: 81e6 		 Value: 2
Key: 2833 		 Value: 3
Key: adc6 		 Value: 5
Key: e637 		 Value: 1
Key: 2704 		 Value: 3
Key: d783 		 Value: 6
Key: 8f42 		 Value: 2
Key: c9a5 		 Value: 2
Key: fc16 		 Value: 5
Key: 21da 		 Value: 3
Key: 44a9 		 Value: 2
Key: 2ce8 		 Value: 1
Key: 7d63 		 Value: 2
Key: 047e 		 Value: 2
Key: e783 		 Value: 2
Key: c8fb 		 Value: 2
Key: 7acc 		 Value: 3
Key: 5895 		 Value: 2
Key: 96b2 		 Value: 5
Key: 97ab 		 Value: 3
Key: 9a3d 		 Value: 1
Key: d399 		 Value: 4
Key: 46fb 		 Value: 4
Key: 14b7 		 Value: 3
Key: e0b3 		 Value: 3
Key: c956 		 Value: 2
Key: 2b2a 		 Value: 2
Key: 1ad4 		 Value: 2
Key: 31f3 		 Value: 2
Key: ff63 		 Value: 7
Key: 76c8 		 Value: 3
Key: 5c2f 		 Value: 1
Key: 4d6d 		 Value: 2
Key: e86a 		 Value: 3
Key: 709b 		 Value: 1
Key: 1c46 		 Value: 2
Key: 2ed0 		 Value: 3
Key: 9991 		 Value: 3
Key: ac9b 		 Value: 2
Key: 92fb 		 Value: 3
Key: 6424 		 Value: 2
Key: 1cc1 		 Value: 1
Key: 65f1 		 Value: 5
Key: 8011 		 Value: 3
Key: 3633 		 Value: 4
Key: ddf8 		 Value: 5
Key: a515 		 Value: 3
Key: fafc 		 Value: 2
Key: 8d2a 		 Value: 1
Key: 183a 		 Value: 3
Key: 76cf 		 Value: 1
Key: 41b8 		 Value: 3
Key: 86cf 		 Value: 5
Key: f8d6 		 Value: 1
Key: 8527 		 Value: 1
Key: 588f 		 Value: 1
Key: 3d78 		 Value: 2
Key: 6456 		 Value: 2
Key: 8129 		 Value: 4
Key: e027 		 Value: 3
Key: d40d 		 Value: 3
Key: 3380 		 Value: 3
Key: f9e6 		 Value: 4
Key: 1b45 		 Value: 2
Key: c12e 		 Value: 1
Key: b88c 		 Value: 3
Key: 1694 		 Value: 2
Key: a4f0 		 Value: 1
Key: 97a0 		 Value: 3
Key: 46ca 		 Value: 2
Key: 3eff 		 Value: 1
Key: 6f83 		 Value: 1
Key: e61a 		 Value: 2
Key: 709d 		 Value: 5
Key: 8990 		 Value: 1
Key: e96d 		 Value: 2
Key: cee2 		 Value: 1
Key: 4e5e 		 Value: 2
Key: b1cf 		 Value: 3
Key: de8c 		 Value: 2
Key: 9cc7 		 Value: 2
Key: f1ea 		 Value: 2
Key: 974b 		 Value: 2
Key: b2b8 		 Value: 3
Key: eb0d 		 Value: 2
Key: 68a1 		 Value: 4
Key: b23f 		 Value: 3
Key: 598b 		 Value: 2
Key: 1826 		 Value: 1
Key: b56f 		 Value: 1
Key: 970a 		 Value: 2
Key: c7a2 		 Value: 4
Key: d0bf 		 Value: 1
Key: abd0 		 Value: 1
Key: df4a 		 Value: 4
Key: 1a53 		 Value: 4
Key: 4ec8 		 Value: 4
Key: 9437 		 Value: 1
Key: 9ccb 		 Value: 4
Key: dd88 		 Value: 2
Key: 5b94 		 Value: 1
Key: 10ce 		 Value: 3
Key: eca7 		 Value: 3
Key: e648 		 Value: 1
Key: e624 		 Value: 2
Key: 6bf7 		 Value: 3
Key: 2916 		 Value: 2
Key: 1e23 		 Value: 3
Key: da93 		 Value: 1
Key: 285c 		 Value: 3
Key: 9b16 		 Value: 1
Key: a09e 		 Value: 1
Key: c07a 		 Value: 3
Key: 4b7e 		 Value: 2
Key: 49c8 		 Value: 2
