Key: 7b7 		 Value: 25
Key: 908 		 Value: 25
Key: cab 		 Value: 30
Key: 906 		 Value: 34
Key: dec 		 Value: 31
Key: 50c 		 Value: 31
Key: e67 		 Value: 27
Key: 638 		 Value: 26
Key: ecd 		 Value: 26
Key: 04a 		 Value: 20
Key: 8ca 		 Value: 20
Key: e5a 		 Value: 29
Key: 978 		 Value: 39
Key: f89 		 Value: 25
Key: 1b2 		 Value: 26
Key: f20 		 Value: 30
Key: 58c 		 Value: 23
Key: 42a 		 Value: 32
Key: 33d 		 Value: 27
Key: 147 		 Value: 23
Key: 7a8 		 Value: 26
Key: 7b0 		 Value: 28
Key: a3f 		 Value: 19
Key: 692 		 Value: 27
Key: 828 		 Value: 23
Key: 06c 		 Value: 26
Key: 6ea 		 Value: 22
Key: 739 		 Value: 16
Key: cda 		 Value: 29
Key: 455 		 Value: 23
Key: f06 		 Value: 28
Key: 9af 		 Value: 34
Key: 409 		 Value: 24
Key: fd0 		 Value: 26
Key: 0aa 		 Value: 24
Key: 643 		 Value: 18
Key: 451 		 Value: 32
Key: d52 		 Value: 21
Key: 355 		 Value: 25
Key: b51 		 Value: 25
Key: 15e 		 Value: 25
Key: 7ad 		 Value: 32
Key: b71 		 Value: 23
Key: cdd 		 Value: 23
Key: 27d 		 Value: 27
Key: a46 		 Value: 18
Key: eda 		 Value: 22
Key: 8d5 		 Value: 23
Key: dc7 		 Value: 21
Key: d0b 		 Value: 27
Key: 122 		 Value: 31
Key: 239 		 Value: 27
Key: 2b5 		 Value: 24
Key: 3c6 		 Value: 19
Key: ef2 		 Value: 23
Key: 89f 		 Value: 27
Key: 6d0 		 Value: 27
Key: 2d5 		 Value: 20
Key: 743 		 Value: 23
Key: f52 		 Value: 35
Key: 445 		 Value: 22
Key: d95 		 Value: 30
Key: 551 		 Value: 24
Key: 3d3 		 Value: 20
Key: e21 		 Value: 23
Key: 2e6 		 Value: 20
Key: da3 		 Value: 26
Key: 20c 		 Value: 29
Key: d15 		 Value: 24
Key: c5d 		 Value: 18
Key: 47a 		 Value: 22
Key: 0e5 		 Value: 32
Key: 0d7 		 Value: 18
Key: f57 		 Value: 25
Key: 4f7 		 Value: 27
Key: 3ec 		 Value: 24
Key: c92 		 Value: 25
Key: 8d7 		 Value: 32
Key: f3a 		 Value: 31
Key: a58 		 Value: 22
Key: e99 		 Value: 29
Key: 225 		 Value: 23
Key: 99d 		 Value: 14
Key: ad6 		 Value: 34
Key: 78d 		 Value: 29
Key: 18e 		 Value: 20
Key: bf1 		 Value: 22
Key: 463 		 Value: 20
Key: 9be 		 Value: 29
Key: a7e 		 Value: 25
Key: 56f 		 Value: 23
Key: 496 		 Value: 15
Key: 524 		 Value: 32
Key: 6d1 		 Value: 22
Key: a73 		 Value: 20
Key: 370 		 Value: 27
Key: 929 		 Value: 25
Key: 2eb 		 Value: 24
Key: 79d 		 Value: 21
Key: f38 		 Value: 24
Key: ffa 		 Value: 19
Key: ca8 		 Value: 23
Key: 336 		 Value: 22
Key: e0f 		 Value: 24
Key: d28 		 Value: 20
Key: df3 		 Value: 29
Key: 31b 		 Value: 21
Key: 765 		 Value: 31
Key: 2e1 		 Value: 32
Key: 70a 		 Value: 21
Key: e74 		 Value: 25
Key: 1b4 		 Value: 27
Key: 2de 		 Value: 26
Key: b0d 		 Value: 23
Key: 52d 		 Value: 19
Key: 010 		 Value: 26
Key: c86 		 Value: 19
Key: 780 		 Value: 27
Key: 238 		 Value: 27
Key: be8 		 Value: 18
Key: c36 		 Value: 26
Key: a82 		 Value: 24
Key: 470 		 Value: 18
Key: da5 		 Value: 24
Key: b15 		 Value: 26
Key: fa0 		 Value: 25
Key: 6d6 		 Value: 22
Key: 80e 		 Value: 22
Key: 459 		 Value: 18
Key: dc9 		 Value: 26
Key: bb2 		 Value: 26
Key: ed5 		 Value: 24
Key: 210 		 Value: 34
Key: 7db 		 Value: 21
Key: 395 		 Value: 19
Key: 7dc 		 Value: 30
Key: c34 		 Value: 23
Key: ef7 		 Value: 22
Key: 43b 		 Value: 22
Key: d0c 		 Value: 23
Key: f8b 		 Value: 31
Key: 386 		 Value: 15
Key: 50d 		 Value: 22
Key: 08f 		 Value: 23
Key: 696 		 Value: 26
Key: ee6 		 Value: 21
Key: 0c1 		 Value: 22
Key: e32 		 Value: 27
Key: 53b 		 Value: 16
Key: b7c 		 Value: 25
Key: e8c 		 Value: 20
Key: 68c 		 Value: 26
Key: 7b6 		 Value: 24
Key: 94c 		 Value: 23
Key: b4b 		 Value: 29
Key: a51 		 Value: 25
Key: 686 		 Value: 27
Key: d7b 		 Value: 27
Key: cf9 		 Value: 28
Key: e03 		 Value: 23
Key: 489 		 Value: 23
Key: 293 		 Value: 19
Key: 294 		 Value: 29
Key: f3c 		 Value: 22
Key: fa1 		 Value: 22
Key: 379 		 Value: 17
Key: 3c4 		 Value: 27
Key: 149 		 Value: 28
Key: aee 		 Value: 25
Key: c95 		 Value: 35
Key: 90b 		 Value: 23
Key: 157 		 Value: 26
Key: b68 		 Value: 23
Key: c16 		 Value: 28
Key: f32 		 Value: 20
Key: 897 		 Value: 26
Key: 38b 		 Value: 25
Key: 575 		 Value: 21
Key: 227 		 Value: 28
Key: 520 		 Value: 28
Key: 863 		 Value: 32
Key: f7d 		 Value: 28
Key: b94 		 Value: 26
Key: 89c 		 Value: 30
Key: 901 		 Value: 16
Key: 13a 		 Value: 24
Key: a95 		 Value: 28
Key: 95b 		 Value: 23
Key: 65b 		 Value: 22
Key: e5d 		 Value: 23
Key: 13c 		 Value: 22
Key: b6e 		 Value: 23
Key: 3f1 		 Value: 29
Key: ced 		 Value: 29
Key: ba5 		 Value: 29
Key: 162 		 Value: 24
Key: f1f 		 Value: 27
Key: 0a6 		 Value: 15
Key: 6b8 		 Value: 26
Key: 2f1 		 Value: 31
Key: 43d 		 Value: 17
Key: d00 		 Value: 27
Key: 50e 		 Value: 28
Key: f63 		 Value: 30
Key: 91f 		 Value: 30
Key: e46 		 Value: 30
Key: 0bd 		 Value: 26
Key: 4e8 		 Value: 18
Key: 388 		 Value: 28
Key: 298 		 Value: 29
Key: cba 		 Value: 22
Key: 486 		 Value: 25
Key: 7c2 		 Value: 25
Key: a00 		 Value: 37
Key: 719 		 Value: 21
Key: bbd 		 Value: 30
Key: 553 		 Value: 27
Key: 36c 		 Value: 27
Key: c1d 		 Value: 28
Key: 10b 		 Value: 16
Key: 133 		 Value: 24
Key: 329 		 Value: 22
Key: e9b 		 Value: 29
Key: 88d 		 Value: 28
Key: 480 		 Value: 28
Key: 37b 		 Value: 27
Key: a0a 		 Value: 23
Key: 499 		 Value: 26
Key: d08 		 Value: 26
Key: b4e 		 Value: 18
Key: b1d 		 Value: 18
Key: 3ea 		 Value: 18
Key: 1b8 		 Value: 26
Key: 936 		 Value: 23
Key: 015 		 Value: 25
Key: 6fe 		 Value: 31
Key: a25 		 Value: 24
Key: 8ef 		 Value: 37
Key: 34b 		 Value: 32
Key: 240 		 Value: 39
Key: 235 		 Value: 17
Key: 979 		 Value: 23
Key: d91 		 Value: 24
Key: 7a9 		 Value: 21
Key: bb1 		 Value: 22
Key: 764 		 Value: 26
Key: 71d 		 Value: 25
Key: b3c 		 Value: 31
Key: 9e5 		 Value: 28
Key: 511 		 Value: 19
Key: f4e 		 Value: 17
Key: 992 		 Value: 33
Key: aae 		 Value: 26
Key: 28f 		 Value: 23
Key: 7dd 		 Value: 29
Key: 4e4 		 Value: 32
Key: c03 		 Value: 27
Key: 5e1 		 Value: 22
Key: 7e4 		 Value: 36
Key: 2a1 		 Value: 18
Key: 066 		 Value: 29
Key: 871 		 Value: 20
Key: bc0 		 Value: 27
Key: 716 		 Value: 28
Key: 59e 		 Value: 26
Key: 185 		 Value: 29
Key: b77 		 Value: 29
Key: 510 		 Value: 29
Key: 08a 		 Value: 34
Key: 42b 		 Value: 19
Key: dea 		 Value: 31
Key: 528 		 Value: 31
Key: ab1 		 Value: 32
Key: e23 		 Value: 27
Key: 007 		 Value: 32
Key: e58 		 Value: 24
Key: d2c 		 Value: 26
Key: 0ab 		 Value: 18
Key: 74c 		 Value: 27
Key: 49d 		 Value: 32
Key: a62 		 Value: 25
Key: 993 		 Value: 29
Key: 9bf 		 Value: 26
Key: a5b 		 Value: 28
Key: 5d1 		 Value: 16
Key: 91a 		 Value: 30
Key: eb8 		 Value: 29
Key: 3da 		 Value: 28
Key: 6e1 		 Value: 19
Key: 159 		 Value: 24
Key: 707 		 Value: 32
Key: 2f9 		 Value: 28
Key: 469 		 Value: 34
Key: 1c3 		 Value: 19
Key: 513 		 Value: 25
Key: a0d 		 Value: 23
Key: fcb 		 Value: 29
Key: ff3 		 Value: 25
Key: ce2 		 Value: 17
Key: 574 		 Value: 22
Key: cdf 		 Value: 22
Key: 8a4 		 Value: 40
Key: 61c 		 Value: 24
Key: 223 		 Value: 24
Key: bc3 		 Value: 16
Key: 968 		 Value: 28
Key: 9fb 		 Value: 23
Key: f47 		 Value: 29
Key: 383 		 Value: 29
Key: 791 		 Value: 17
Key: 449 		 Value: 32
Key: 0d6 		 Value: 26
Key: fb8 		 Value: 23
Key: 2c5 		 Value: 25
Key: 9b3 		 Value: 32
Key: 706 		 Value: 17
Key: 216 		 Value: 34
Key: 3a7 		 Value: 19
Key: f80 		 Value: 19
Key: e41 		 Value: 28
Key: 0d9 		 Value: 23
Key: 0ea 		 Value: 22
Key: 626 		 Value: 33
Key: 32d 		 Value: 21
Key: b19 		 Value: 27
Key: acc 		 Value: 31
Key: 39c 		 Value: 24
Key: d38 		 Value: 22
Key: afc 		 Value: 14
Key: 3b2 		 Value: 23
Key: c66 		 Value: 26
Key: fb9 		 Value: 36
Key: 73e 		 Value: 27
Key: 5ee 		 Value: 19
Key: 114 		 Value: 26
Key: 9a8 		 Value: 23
Key: 2e2 		 Value: 28
Key: 039 		 Value: 33
Key: 4b3 		 Value: 31
Key: 736 		 Value: 24
Key: 125 		 Value: 34
Key: 5b2 		 Value: 21
Key: b73 		 Value: 37
Key: 8b0 		 Value: 32
Key: 3cb 		 Value: 30
Key: 552 		 Value: 28
Key: 0f2 		 Value: 18
Key: ddf 		 Value: 26
Key: b3e 		 Value: 24
Key: 0fb 		 Value: 30
Key: be7 		 Value: 25
Key: c98 		 Value: 23
Key: a43 		 Value: 19
Key: bfb 		 Value: 29
Key: 2c8 		 Value: 32
Key: b46 		 Value: 23
Key: 263 		 Value: 22
Key: 1da 		 Value: 22
Key: 2ce 		 Value: 32
Key: e3f 		 Value: 29
Key: df5 		 Value: 30
Key: 9ab 		 Value: 34
Key: 131 		 Value: 22
Key: 8bf 		 Value: 16
Key: a36 		 Value: 34
Key: 5ed 		 Value: 20
Key: c8e 		 Value: 18
Key: 914 		 Value: 31
Key: 05c 		 Value: 22
Key: 527 		 Value: 31
Key: 559 		 Value: 22
Key: 5df 		 Value: 35
Key: 33f 		 Value: 17
Key: 927 		 Value: 28
Key: 325 		 Value: 23
Key: 7cf 		 Value: 21
Key: d25 		 Value: 24
Key: c64 		 Value: 25
Key: 3b9 		 Value: 23
Key: 7df 		 Value: 31
Key: 3ae 		 Value: 23
Key: 252 		 Value: 24
Key: 948 		 Value: 32
Key: b28 		 Value: 32
Key: 49e 		 Value: 32
Key: 367 		 Value: 27
Key: c08 		 Value: 22
Key: 899 		 Value: 23
Key: 81a 		 Value: 28
Key: 028 		 Value: 22
Key: ed1 		 Value: 26
Key: 861 		 Value: 27
Key: 011 		 Value: 27
Key: b66 		 Value: 20
Key: b47 		 Value: 21
Key: 6f0 		 Value: 22
Key: c96 		 Value: 19
Key: f68 		 Value: 16
Key: 0c7 		 Value: 24
Key: 64f 		 Value: 31
Key: 685 		 Value: 25
Key: 854 		 Value: 23
Key: b12 		 Value: 19
Key: 410 		 Value: 22
Key: 5ff 		 Value: 21
Key: e9d 		 Value: 20
Key: e71 		 Value: 22
Key: 7ed 		 Value: 28
Key: f0c 		 Value: 31
Key: c85 		 Value: 25
Key: 45e 		 Value: 23
Key: 689 		 Value: 33
Key: a85 		 Value: 24
Key: d8b 		 Value: 23
Key: e05 		 Value: 20
Key: f3b 		 Value: 27
Key: 646 		 Value: 23
Key: 851 		 Value: 17
Key: e55 		 Value: 15
Key: 564 		 Value: 24
Key: 40e 		 Value: 28
Key: 428 		 Value: 27
Key: 550 		 Value: 25
Key: 560 		 Value: 24
Key: 54c 		 Value: 31
Key: 742 		 Value: 22
Key: 0cb 		 Value: 26
Key: a72 		 Value: 17
Key: d54 		 Value: 23
Key: 565 		 Value: 29
Key: 290 		 Value: 24
Key: 935 		 Value: 23
Key: 0b6 		 Value: 25
Key: d73 		 Value: 23
Key: dd3 		 Value: 24
Key: 434 		 Value: 23
Key: 023 		 Value: 24
Key: 9d7 		 Value: 32
Key: 0ae 		 Value: 21
Key: 8c7 		 Value: 41
Key: 83e 		 Value: 20
Key: fb2 		 Value: 18
Key: 71b 		 Value: 26
Key: 766 		 Value: 16
Key: 94b 		 Value: 23
Key: 781 		 Value: 30
Key: 83f 		 Value: 29
Key: 1e4 		 Value: 28
Key: 0d4 		 Value: 22
Key: 802 		 Value: 22
Key: a8a 		 Value: 19
Key: 583 		 Value: 22
Key: dd9 		 Value: 24
Key: 333 		 Value: 20
Key: e7b 		 Value: 20
Key: 9cf 		 Value: 28
Key: 616 		 Value: 29
Key: 1f7 		 Value: 29
Key: 109 		 Value: 24
Key: 512 		 Value: 22
Key: 8fd 		 Value: 29
Key: c44 		 Value: 35
Key: 39b 		 Value: 15
Key: ad1 		 Value: 20
Key: a10 		 Value: 30
Key: 121 		 Value: 16
Key: 595 		 Value: 25
Key: 103 		 Value: 20
Key: 035 		 Value: 26
Key: 640 		 Value: 28
Key: 568 		 Value: 26
Key: 3e4 		 Value: 27
Key: 660 		 Value: 26
Key: b88 		 Value: 35
Key: 945 		 Value: 29
Key: d16 		 Value: 23
Key: 495 		 Value: 20
Key: a37 		 Value: 20
Key: c5a 		 Value: 21
Key: a8c 		 Value: 23
Key: 124 		 Value: 19
Key: cac 		 Value: 33
Key: d01 		 Value: 21
Key: fe3 		 Value: 28
Key: b0f 		 Value: 25
Key: 8e7 		 Value: 29
Key: a5d 		 Value: 13
Key: 1c4 		 Value: 38
Key: 645 		 Value: 17
Key: d4f 		 Value: 23
Key: 84e 		 Value: 25
Key: a9b 		 Value: 17
Key: 604 		 Value: 32
Key: 4ed 		 Value: 23
Key: 59b 		 Value: 28
Key: 783 		 Value: 30
Key: 021 		 Value: 23
Key: 5b3 		 Value: 41
Key: 38a 		 Value: 23
Key: 60e 		 Value: 27
Key: fde 		 Value: 24
Key: 40b 		 Value: 24
Key: 827 		 Value: 27
Key: 72e 		 Value: 23
Key: 137 		 Value: 27
Key: a49 		 Value: 30
Key: 1ca 		 Value: 23
Key: e1d 		 Value: 26
Key: 39e 		 Value: 19
Key: b11 		 Value: 31
Key: 450 		 Value: 24
Key: ef8 		 Value: 20
Key: fbb 		 Value: 22
Key: 93d 		 Value: 20
Key: 888 		 Value: 26
Key: 1e1 		 Value: 23
Key: 394 		 Value: 31
Key: 86b 		 Value: 12
Key: 1de 		 Value: 24
Key: 7ec 		 Value: 25
Key: 310 		 Value: 30
Key: a35 		 Value: 26
Key: cd6 		 Value: 41
Key: 810 		 Value: 22
Key: 20d 		 Value: 24
Key: dbb 		 Value: 30
Key: b5f 		 Value: 18
Key: bd8 		 Value: 23
Key: 958 		 Value: 23
Key: 9d9 		 Value: 17
Key: 857 		 Value: 22
Key: e93 		 Value: 26
Key: 557 		 Value: 22
Key: d13 		 Value: 27
Key: 65a 		 Value: 28
Key: a6f 		 Value: 17
Key: 26e 		 Value: 31
Key: c75 		 Value: 21
Key: cc9 		 Value: 16
Key: 1e2 		 Value: 29
Key: 130 		 Value: 22
Key: 476 		 Value: 24
Key: 96b 		 Value: 30
Key: 17f 		 Value: 33
Key: 9bd 		 Value: 18
Key: 22f 		 Value: 21
Key: c7e 		 Value: 18
Key: dfd 		 Value: 23
Key: 9aa 		 Value: 12
Key: 9d5 		 Value: 22
Key: a42 		 Value: 21
Key: c02 		 Value: 22
Key: 8dd 		 Value: 29
Key: 9c2 		 Value: 19
Key: 151 		 Value: 17
Key: fc6 		 Value: 37
Key: 5bf 		 Value: 30
Key: 485 		 Value: 20
Key: 506 		 Value: 27
Key: 505 		 Value: 33
Key: d93 		 Value: 26
Key: 9dd 		 Value: 16
Key: d1b 		 Value: 20
Key: cc4 		 Value: 24
Key: 723 		 Value: 18
Key: cd7 		 Value: 21
Key: d02 		 Value: 15
Key: 1bb 		 Value: 26
Key: 4e7 		 Value: 28
Key: d29 		 Value: 25
Key: ab0 		 Value: 27
Key: 1db 		 Value: 30
Key: 3a6 		 Value: 28
Key: f88 		 Value: 21
Key: fb7 		 Value: 24
Key: e00 		 Value: 18
Key: 960 		 Value: 20
Key: 9f3 		 Value: 23
Key: 42f 		 Value: 31
Key: 6c6 		 Value: 24
Key: 84f 		 Value: 22
Key: cd1 		 Value: 23
Key: eba 		 Value: 27
Key: 206 		 Value: 29
Key: c00 		 Value: 34
Key: ff1 		 Value: 26
Key: b7f 		 Value: 23
Key: ace 		 Value: 31
Key: 6f5 		 Value: 31
Key: 38e 		 Value: 26
Key: fc7 		 Value: 34
Key: 172 		 Value: 28
Key: 30f 		 Value: 17
Key: 270 		 Value: 21
Key: 4ff 		 Value: 14
Key: 44c 		 Value: 23
Key: 4d5 		 Value: 23
Key: 51b 		 Value: 38
Key: 879 		 Value: 28
Key: c1c 		 Value: 26
Key: 493 		 Value: 33
Key: 6c2 		 Value: 17
Key: 4db 		 Value: 31
Key: 3ee 		 Value: 33
Key: 91e 		 Value: 25
Key: ab2 		 Value: 20
Key: 3ab 		 Value: 33
Key: 543 		 Value: 19
Key: f67 		 Value: 23
Key: 42e 		 Value: 23
Key: 943 		 Value: 35
Key: 5cd 		 Value: 28
Key: 9b0 		 Value: 26
Key: 634 		 Value: 21
Key: 881 		 Value: 18
Key: 500 		 Value: 27
Key: 95a 		 Value: 22
Key: e1f 		 Value: 22
Key: fcd 		 Value: 26
Key: 5d0 		 Value: 24
Key: 55e 		 Value: 13
Key: fd8 		 Value: 27
Key: d9e 		 Value: 20
Key: 3ba 		 Value: 33
Key: 106 		 Value: 31
Key: d6b 		 Value: 17
Key: 7b5 		 Value: 23
Key: 7d7 		 Value: 19
Key: 6d5 		 Value: 22
Key: f7c 		 Value: 19
Key: 956 		 Value: 27
Key: 4a6 		 Value: 25
Key: a97 		 Value: 24
Key: 272 		 Value: 30
Key: 5d9 		 Value: 20
Key: 9ec 		 Value: 23
Key: a77 		 Value: 24
Key: d0d 		 Value: 21
Key: a0c 		 Value: 26
Key: 098 		 Value: 23
Key: 9e4 		 Value: 16
Key: 6f6 		 Value: 14
Key: e14 		 Value: 25
Key: 8e1 		 Value: 17
Key: 11d 		 Value: 23
Key: 3d6 		 Value: 22
Key: bbb 		 Value: 29
Key: 10e 		 Value: 28
Key: c33 		 Value: 35
Key: 196 		 Value: 22
Key: 5f5 		 Value: 26
Key: 55a 		 Value: 22
Key: 44e 		 Value: 18
Key: 603 		 Value: 20
Key: eac 		 Value: 34
Key: 9ad 		 Value: 32
Key: e4f 		 Value: 27
Key: 7d2 		 Value: 30
Key: 89b 		 Value: 29
Key: 366 		 Value: 24
Key: 792 		 Value: 28
Key: 631 		 Value: 24
Key: 9f4 		 Value: 25
Key: 7d9 		 Value: 33
Key: ab5 		 Value: 31
Key: 7eb 		 Value: 25
Key: 3ca 		 Value: 29
Key: a5c 		 Value: 21
Key: fa2 		 Value: 34
Key: e0e 		 Value: 23
Key: ca6 		 Value: 32
Key: db5 		 Value: 22
Key: 4bc 		 Value: 16
Key: 7f0 		 Value: 22
Key: 483 		 Value: 16
Key: bf0 		 Value: 30
Key: 5dd 		 Value: 24
Key: e80 		 Value: 25
Key: a80 		 Value: 19
Key: 894 		 Value: 30
Key: eb9 		 Value: 26
Key: a91 		 Value: 20
Key: a21 		 Value: 28
Key: f66 		 Value: 20
Key: f05 		 Value: 19
Key: ac5 		 Value: 28
Key: de7 		 Value: 23
Key: f41 		 Value: 22
Key: 997 		 Value: 31
Key: 7c4 		 Value: 30
Key: ac6 		 Value: 29
Key: 4f4 		 Value: 19
Key: 3a5 		 Value: 36
Key: 746 		 Value: 19
Key: 45f 		 Value: 30
Key: 8f0 		 Value: 17
Key: 1c9 		 Value: 25
Key: 59a 		 Value: 29
Key: 260 		 Value: 26
Key: 772 		 Value: 31
Key: bea 		 Value: 24
Key: a65 		 Value: 35
Key: f3e 		 Value: 26
Key: 0c8 		 Value: 28
Key: 3d8 		 Value: 20
Key: a8f 		 Value: 28
Key: 56a 		 Value: 33
Key: b52 		 Value: 25
Key: e20 		 Value: 24
Key: 5ef 		 Value: 30
Key: 6ba 		 Value: 25
Key: 975 		 Value: 18
Key: 3be 		 Value: 25
Key: e19 		 Value: 21
Key: 25f 		 Value: 24
Key: 2bc 		 Value: 20
Key: 146 		 Value: 20
Key: 900 		 Value: 21
Key: 461 		 Value: 19
Key: 4e2 		 Value: 25
Key: d1a 		 Value: 25
Key: d4d 		 Value: 22
Key: 573 		 Value: 25
Key: 01e 		 Value: 20
Key: 1f4 		 Value: 31
Key: 45a 		 Value: 20
Key: 6a1 		 Value: 18
Key: 938 		 Value: 22
Key: 364 		 Value: 28
Key: 8dc 		 Value: 22
Key: c8f 		 Value: 32
Key: ca3 		 Value: 25
Key: eca 		 Value: 26
Key: 64d 		 Value: 24
Key: a11 		 Value: 20
Key: 6ef 		 Value: 30
Key: 13d 		 Value: 29
Key: be5 		 Value: 33
Key: 84d 		 Value: 42
Key: c3e 		 Value: 21
Key: dc8 		 Value: 28
Key: 690 		 Value: 23
Key: 8b1 		 Value: 34
Key: 677 		 Value: 27
Key: 7fc 		 Value: 23
Key: 28c 		 Value: 20
Key: 755 		 Value: 27
Key: 4d3 		 Value: 25
Key: 793 		 Value: 24
Key: b97 		 Value: 19
Key: 90e 		 Value: 23
Key: 054 		 Value: 19
Key: aa8 		 Value: 21
Key: 115 		 Value: 25
Key: 7c5 		 Value: 30
Key: b01 		 Value: 39
Key: fe4 		 Value: 27
Key: d51 		 Value: 23
Key: 8d8 		 Value: 25
Key: 628 		 Value: 27
Key: 12e 		 Value: 30
Key: 453 		 Value: 32
Key: 811 		 Value: 24
Key: 324 		 Value: 16
Key: 5c1 		 Value: 21
Key: bd4 		 Value: 17
Key: f34 		 Value: 26
Key: 04f 		 Value: 24
Key: 64b 		 Value: 16
Key: d1f 		 Value: 23
Key: 4b1 		 Value: 18
Key: fea 		 Value: 29
Key: 548 		 Value: 29
Key: d8f 		 Value: 22
Key: 25e 		 Value: 30
Key: 8b8 		 Value: 28
Key: 16f 		 Value: 19
Key: b17 		 Value: 30
Key: acb 		 Value: 23
Key: 890 		 Value: 18
Key: 4c9 		 Value: 24
Key: 3c5 		 Value: 19
Key: 184 		 Value: 24
Key: 8be 		 Value: 24
Key: dca 		 Value: 21
Key: 368 		 Value: 33
Key: bd6 		 Value: 26
Key: bd1 		 Value: 32
Key: 4b9 		 Value: 27
Key: 87f 		 Value: 19
Key: e64 		 Value: 28
Key: a6d 		 Value: 34
Key: f39 		 Value: 33
Key: afb 		 Value: 27
Key: 3eb 		 Value: 20
Key: 046 		 Value: 26
Key: 8ee 		 Value: 25
Key: f51 		 Value: 15
Key: 4c2 		 Value: 20
Key: 6dc 		 Value: 17
Key: 6a9 		 Value: 32
Key: 581 		 Value: 31
Key: a52 		 Value: 25
Key: 49f 		 Value: 23
Key: 9ea 		 Value: 24
Key: 84a 		 Value: 31
Key: 6ed 		 Value: 30
Key: b79 		 Value: 36
Key: 1b6 		 Value: 31
Key: f25 		 Value: 30
Key: 6f8 		 Value: 26
Key: 7a3 		 Value: 23
Key: 93e 		 Value: 28
Key: fe8 		 Value: 23
Key: f40 		 Value: 26
Key: ad2 		 Value: 21
Key: d50 		 Value: 32
Key: bef 		 Value: 17
Key: 494 		 Value: 25
Key: 1cf 		 Value: 23
Key: 055 		 Value: 23
Key: eea 		 Value: 29
Key: 55f 		 Value: 24
Key: 0e2 		 Value: 27
Key: 458 		 Value: 31
Key: 198 		 Value: 24
Key: b6b 		 Value: 31
Key: f82 		 Value: 32
Key: e51 		 Value: 18
Key: 4ba 		 Value: 26
Key: c54 		 Value: 28
Key: 5c9 		 Value: 24
Key: b70 		 Value: 26
Key: 3f0 		 Value: 30
Key: ae1 		 Value: 24
Key: 6a6 		 Value: 21
Key: d69 		 Value: 19
Key: 8e9 		 Value: 26
Key: 361 		 Value: 19
Key: 09a 		 Value: 24
Key: 874 		 Value: 25
Key: 79a 		 Value: 35
Key: 440 		 Value: 24
Key: 284 		 Value: 31
Key: 41f 		 Value: 30
Key: d49 		 Value: 17
Key: b6f 		 Value: 22
Key: ff7 		 Value: 27
Key: 180 		 Value: 20
Key: e61 		 Value: 26
Key: c2b 		 Value: 31
Key: 05b 		 Value: 27
Key: 232 		 Value: 25
Key: 037 		 Value: 19
Key: 942 		 Value: 23
Key: 399 		 Value: 25
Key: e5b 		 Value: 22
Key: 6c8 		 Value: 20
Key: 6bf 		 Value: 32
Key: d88 		 Value: 18
Key: 9ca 		 Value: 27
Key: 222 		 Value: 25
Key: 2d3 		 Value: 27
Key: e76 		 Value: 26
Key: 339 		 Value: 17
Key: 78a 		 Value: 25
Key: db0 		 Value: 31
Key: 079 		 Value: 28
Key: cd3 		 Value: 27
Key: 074 		 Value: 21
Key: 013 		 Value: 14
Key: c68 		 Value: 19
Key: c27 		 Value: 22
Key: 06f 		 Value: 18
Key: 24b 		 Value: 32
Key: 584 		 Value: 17
Key: aba 		 Value: 30
Key: 2f2 		 Value: 23
Key: c46 		 Value: 23
Key: 9a0 		 Value: 31
Key: 721 		 Value: 20
Key: f71 		 Value: 34
Key: 373 		 Value: 22
Key: 66c 		 Value: 24
Key: a2e 		 Value: 15
Key: 8db 		 Value: 25
Key: 7b1 		 Value: 16
Key: d76 		 Value: 23
Key: 94a 		 Value: 15
Key: 9dc 		 Value: 19
Key: cf6 		 Value: 29
Key: e98 		 Value: 25
Key: 148 		 Value: 23
Key: b91 		 Value: 23
Key: 1f1 		 Value: 21
Key: 5b6 		 Value: 24
Key: 7bf 		 Value: 28
Key: df2 		 Value: 25
Key: 9c6 		 Value: 29
Key: 418 		 Value: 23
Key: f9e 		 Value: 25
Key: 9c4 		 Value: 22
Key: c97 		 Value: 16
Key: 051 		 Value: 19
Key: 773 		 Value: 23
Key: 424 		 Value: 21
Key: 8c1 		 Value: 31
Key: 4bf 		 Value: 26
Key: ef0 		 Value: 23
Key: 460 		 Value: 25
Key: 19d 		 Value: 19
Key: 3b8 		 Value: 27
Key: 3bb 		 Value: 24
Key: 875 		 Value: 23
Key: 2c4 		 Value: 32
Key: 11a 		 Value: 25
Key: 06a 		 Value: 19
Key: cb0 		 Value: 19
Key: dae 		 Value: 20
Key: 882 		 Value: 25
Key: 4d9 		 Value: 25
Key: b3b 		 Value: 24
Key: acf 		 Value: 20
Key: 389 		 Value: 27
Key: e9c 		 Value: 27
Key: 2e9 		 Value: 27
Key: 1b1 		 Value: 27
Key: a9a 		 Value: 28
Key: 359 		 Value: 27
Key: 8d9 		 Value: 24
Key: dad 		 Value: 33
Key: 980 		 Value: 19
Key: 3f3 		 Value: 28
Key: 17a 		 Value: 25
Key: 940 		 Value: 23
Key: 9a9 		 Value: 22
Key: c4c 		 Value: 30
Key: 4b8 		 Value: 29
Key: 1aa 		 Value: 29
Key: e89 		 Value: 23
Key: ea7 		 Value: 27
Key: c63 		 Value: 24
Key: e91 		 Value: 14
Key: 2dd 		 Value: 28
Key: 561 		 Value: 27
Key: 28a 		 Value: 36
Key: ee5 		 Value: 19
